Polish;Dutch;English;Correct;False;Date added;Residuals
plan miasta;plattegrond;city map;7;0;2018-09-11;-0.14334707291517557
woda;water;water;7;0;2018-09-09;-0.14334707291517557
dwudziesty pierwszy;eenentwintigste;twenty first;7;0;2018-08-31;-0.14334707291517557
d?ugopis;pen;pen;7;0;2018-09-08;-0.14334707291517557
by?;zijn;to be;7;0;2018-08-22;-0.14334707291517557
ósmy;achtste;eighth;7;0;2018-08-31;-0.14334707291517557
jeden;een;one;7;0;2018-08-29;-0.14334707291517557
dziesi??;tien;ten;7;0;2018-08-30;-0.14334707291517557
osiemnasty;achttiende;eightteenth;7;0;2018-08-31;-0.14334707291517557
pierwsza pomoc;eerste hulp;first aid;7;0;2018-08-24;-0.14334707291517557
pó?;de helft;half;7;0;2018-08-29;-0.14334707291517557
minuta;minuut;minute;7;0;2018-09-09;-0.14334707291517557
mas?o;boter;butter;7;0;2019-03-13;-0.14334707291517557
widelec;vork;fork;7;0;2019-03-11;-0.14334707291517557
pi?tek;vrijdag;friday;7;0;2018-08-30;-0.14334707291517557
w starczy;genoeg;enough;12;8;2018-09-09;-0.049427107133350745
pe?ny;vol;full;12;8;2018-08-24;-0.049427107133350745
szcz??liwej podró?y;goede reis;travel well;9;3;2018-08-29;-0.030300932229859967
spiesz? si?;ik heb haast;i am in a hurry;9;3;2018-08-25;-0.030300932229859967
panowie;heren;gentlemen;9;3;2018-08-24;-0.030300932229859967
o której?;hoe laat?;what time?;9;3;2018-08-31;-0.030300932229859967
raz;een;one;9;3;2018-08-29;-0.030300932229859967
r?ka;hand;hand;9;3;2018-09-09;-0.030300932229859967
to jest moja walizka;dit is mijn koffer;this is my suitcase;9;3;2018-09-06;-0.030300932229859967
luty;februari;February;9;3;2018-09-08;-0.030300932229859967
jak on si? nazywa?;hoe heet hij?;what is he called?;9;3;2018-08-25;-0.030300932229859967
urz?d miejski;stadhuis;city hall;9;3;2018-08-24;-0.030300932229859967
dziewi??dziesi?t;negentig;ninety;9;3;2018-08-31;-0.030300932229859967
g?owa;hoofd;head;9;3;2018-09-09;-0.030300932229859967
brzydki;lelijk;ugly;14;11;2018-09-09;0.06361903355196574
pod;onder;beneath;11;6;2018-08-29;0.0827452084554583
grzeczny;lief;kind;11;6;2018-08-27;0.0827452084554583
lipiec;juli;July;11;6;2018-09-08;0.0827452084554583
zepsute;kapot;broken;11;6;2018-09-11;0.0827452084554583
list;brief;letter;8;1;2018-09-12;0.10187138335895085
bez;zonder;without;8;1;2018-09-10;0.10187138335895085
talerz;bord;plate;8;1;2018-09-12;0.10187138335895085
jestem Holendrem;ik ben Nederlander;I am from the Netherlands;8;1;2018-08-25;0.10187138335895085
wszystko;alles;everything;8;1;2018-09-09;0.10187138335895085
ciastka;gebak;cake;8;1;2018-08-30;0.10187138335895085
ciemny;donker;dark;8;1;2018-09-11;0.10187138335895085
go;hem;him;8;1;2018-09-10;0.10187138335895085
serdecznie dzi?kuj? za go?cin?;hartelijk dank voor de gastvrijheid;thank you very much for the hospitality;8;1;2018-08-25;0.10187138335895085
siódmy;zevende;seventh;8;1;2018-08-31;0.10187138335895085
torty;taart;pie;8;1;2018-08-30;0.10187138335895085
nó?;mes;knife;8;1;2018-08-24;0.10187138335895085
chyba;waarschijnlijk;probably;8;1;2018-09-10;0.10187138335895085
szary;grijs;grey;8;1;2018-09-11;0.10187138335895085
pieprz;peper;pepper;8;1;2018-11-07;0.10187138335895085
codziennie;elke dag;every day;8;1;2018-08-27;0.10187138335895085
migda?;amandel;almond;8;1;2019-03-13;0.10187138335895085
pokój do wynaj?cia;kamer te huur;room for rent;8;1;2018-08-24;0.10187138335895085
powiedzie?;vertellen;to tell;8;1;2019-03-26;0.10187138335895085
dziewi??;negen;nine;8;1;2018-08-30;0.10187138335895085
bardzo dobrze;heel goed;very well;8;1;2018-08-25;0.10187138335895085
kierunek;richting;direction;8;1;2018-08-24;0.10187138335895085
fasola;boon;bean;8;1;2019-03-14;0.10187138335895085
siedemnasty;zeventiende;seventeenth;8;1;2018-08-31;0.10187138335895085
nie wiem;ik weet het niet;I don't know;8;1;2018-08-29;0.10187138335895085
portier;concierge;concierge;8;1;2018-08-24;0.10187138335895085
br?zowy;bruin;brown;8;1;2018-09-11;0.10187138335895085
podró?owa?;reizen;to travel;8;1;2018-09-11;0.10187138335895085
góra;berg;mountain;8;1;2018-09-12;0.10187138335895085
toalety;toiletten;toilets;8;1;2018-08-24;0.10187138335895085
biuro podró?y;reisbureau;travel agency;8;1;2018-08-24;0.10187138335895085
osiemdziesi?t;tachtig;eighty;8;1;2018-08-31;0.10187138335895085
co pan (pani) mówi?;wat zegt u?;what are you saying?;8;1;2018-08-24;0.10187138335895085
siedemdziesi?t;zeventig;seventy;8;1;2018-08-31;0.10187138335895085
to si? zgadza;dat klopt;that is correct;8;1;2018-09-06;0.10187138335895085
wsz?dzie;overal;everywhere;13;9;2018-08-29;0.19579134914077656
dwie?cie;tweehonderd;two hundred;13;9;2018-08-31;0.19579134914077656
wolny;vrij;free;10;4;2018-08-24;0.21491752404426734
czterysta;vierhonderd;four hundred;10;4;2018-08-31;0.21491752404426734
okienko;balie;counter;10;4;2018-09-12;0.21491752404426734
zaj?ty;bezet;occupied;10;4;2018-08-24;0.21491752404426734
tydzie?;week;week;10;4;2018-09-06;0.21491752404426734
czy móg?by pan to powtórzy??;wilt u dat herhalen?;could you repeat that?;10;4;2018-08-25;0.21491752404426734
stopa;voet;foot;10;4;2018-09-09;0.21491752404426734
jak pan (pani) si? miewa?;hoe gaat het met u?;how are you?;10;4;2018-08-25;0.21491752404426734
przedwczoraj;eergisteren;the day before yesterday;10;4;2018-09-06;0.21491752404426734
zachmurzenie;bewolking;clouds;12;7;2018-08-29;0.3279636647295838
naprawd?;echt;really;12;7;2018-09-10;0.3279636647295838
s?owo;woord;word;12;7;2018-08-25;0.3279636647295838
lewy;links;left;9;2;2018-08-24;0.34708983963307816
piasek;zand;sand;9;2;2018-08-24;0.34708983963307816
trzynasty;dertiende;thirteenth;9;2;2018-08-31;0.34708983963307816
szkoda;jammer;unfortunate;9;2;2018-08-30;0.34708983963307816
trzyna?cie;dertien;thirteen;9;2;2018-08-30;0.34708983963307816
wiatr;wind;wind;9;2;2018-08-29;0.34708983963307816
pierwszy;eerste;first;9;2;2018-08-31;0.34708983963307816
za wcze?nie;te vroeg;too early;9;2;2018-08-31;0.34708983963307816
wolny dzie?;vrije dag;free day;9;2;2018-08-31;0.34708983963307816
jutro wyje?d?am;Ik vertrek morgen', 'Morgen vertrek ik;I leave tomorrow;9;2;2018-09-11;0.34708983963307816
dla niepal?cych;niet roken;don't smoke;9;2;2018-08-24;0.34708983963307816
palec;vinger;finger;9;2;2018-09-09;0.34708983963307816
mieszkanie;woning;flat;9;2;2018-08-24;0.34708983963307816
dziewi?tnasty;negentiende;nineteenth;9;2;2018-08-31;0.34708983963307816
dziewi?ty;negende;nineth;9;2;2018-08-31;0.34708983963307816
przed;voor;before;14;10;2018-08-31;0.4410098054149003
czternasty;veertiende;fourteenth;11;5;2018-08-31;0.46013598031839464
pi??dziesi?t;vijftig;fifty;11;5;2018-08-31;0.46013598031839464
kwiecie?;april;April;28;33;2018-09-08;0.4775512464862466
oliwka;olijf;olive;8;0;2019-03-14;0.4792621552218872
pije;hij drinkt;he drinks;8;0;2019-03-13;0.4792621552218872
noga;been;leg;8;0;2018-09-09;0.4792621552218872
do zobaczenia;tot ziens;see you;8;0;2018-08-25;0.4792621552218872
która godzina?;hoe laat is het?;what time is it?;8;0;2018-08-31;0.4792621552218872
i;en;and;8;0;2019-03-13;0.4792621552218872
lekcja;les;lecture;8;0;2018-08-24;0.4792621552218872
orzech w?oski;walnoot;walnut;8;0;2019-03-13;0.4792621552218872
dobrze;goed;good;8;0;2018-08-29;0.4792621552218872
i??;gaan;to go;8;0;2018-09-09;0.4792621552218872
ch?opiec;jongen;boy;8;0;2019-03-13;0.4792621552218872
ananas;ananas;pineapple;8;0;2019-03-14;0.4792621552218872
recepcja;receptie;reception;8;0;2018-08-29;0.4792621552218872
pijemy;wij drinken;we drink;8;0;2019-03-13;0.4792621552218872
makaron;macaroni;pasta;8;0;2019-03-13;0.4792621552218872
dziewczyna;meisje;girl;8;0;2019-03-13;0.4792621552218872
pi??;vijf;five;8;0;2018-08-30;0.4792621552218872
ale;maar;but;8;0;2018-09-10;0.4792621552218872
szynka;ham;ham;8;0;2019-03-13;0.4792621552218872
sze??set;zeshonderd;six hundred;8;0;2018-08-31;0.4792621552218872
rzeczowników;zelfstandig naamwoord;noun;8;0;2018-08-22;0.4792621552218872
cytryna;citroen;lemon;8;0;2019-03-11;0.4792621552218872
?adny;mooi;beautiful;8;0;2018-08-24;0.4792621552218872
siedem;zeven;seven;8;0;2018-08-30;0.4792621552218872
wi?nia;kers;cherry;8;0;2019-03-14;0.4792621552218872
syn;zoon;son;8;0;2018-08-22;0.4792621552218872
ko?;paard;horse;8;0;2018-08-24;0.4792621552218872
?obuz;boefje;rascal;8;0;2018-11-07;0.4792621552218872
mecz;wedstrijd;match;8;0;2018-08-24;0.4792621552218872
?mia? si?;lachen;to laugh;8;0;2018-09-09;0.4792621552218872
kokos;kokosnoot;coconut;8;0;2019-03-13;0.4792621552218872
zap??ci?;betalen;to pay;8;0;2018-09-06;0.4792621552218872
du?y;groot;large;8;0;2018-08-24;0.4792621552218872
czterna?cie;veertien;fourteen;8;0;2018-08-30;0.4792621552218872
tylko;slechts;only;8;0;2018-09-10;0.4792621552218872
wino;wijn;wine;8;0;2018-09-09;0.4792621552218872
osiemset;achthonderd;eight hundred;8;0;2018-08-31;0.4792621552218872
bia?y;wit;white;8;0;2018-09-11;0.4792621552218872
chleb;brood;bread;8;0;2018-08-24;0.4792621552218872
kalendarz;kalender;calendar;8;0;2018-09-09;0.4792621552218872
marchew;wortel;carrot;8;0;2019-03-14;0.4792621552218872
klimatyzacja;airco;air conditioning;8;0;2018-09-12;0.4792621552218872
dania gor?ce;warme maaltijden;hot meals;8;0;2018-08-30;0.4792621552218872
szósty;zesde;sixth;8;0;2018-08-31;0.4792621552218872
sto;honderd;hundred;8;0;2018-08-24;0.4792621552218872
truskawka;aardbei;strawberry;8;0;2019-03-14;0.4792621552218872
godzina;uur;hour;8;0;2018-09-09;0.4792621552218872
jedena?cie;elf;eleven;8;0;2018-08-30;0.4792621552218872
pietruszka;peterselie;parsley;8;0;2019-03-14;0.4792621552218872
zero;nul;zero;8;0;2018-08-29;0.4792621552218872
broku?;broccoli;broccoli;8;0;2019-03-14;0.4792621552218872
m??czyzna;man;man;8;0;2019-03-13;0.4792621552218872
jak pan (pani) si? nazywa?;hoe heet u?;how are you called?;8;0;2018-08-25;0.4792621552218872
jutro;morgen;tomorrow;8;0;2018-08-24;0.4792621552218872
kobieta;vrouw;woman;8;0;2019-03-13;0.4792621552218872
nie dotyka?;niet aanraken;don't touch;8;0;2018-08-24;0.4792621552218872
pla?a;strand;beach;8;0;2018-08-24;0.4792621552218872
pistacja;pistache;pistachio;8;0;2019-03-13;0.4792621552218872
tu;hier;here;8;0;2018-08-24;0.4792621552218872
zupa;soep;soup;8;0;2019-03-11;0.4792621552218872
wieczorem;s avonds;in the evening;8;0;2018-08-22;0.4792621552218872
kiwi;kiwi;kiwi;8;0;2019-03-14;0.4792621552218872
szesnasty;zestiende;sixteenth;8;0;2018-08-31;0.4792621552218872
lód;ijs;ice;8;0;2018-08-24;0.4792621552218872
sok pomara?czowy;sinaasappelsap;orange juice;8;0;2019-03-13;0.4792621552218872
trzydzie?ci;dertig;thirty;8;0;2018-08-31;0.4792621552218872
maj;mei;May;8;0;2018-09-08;0.4792621552218872
czerwony;rood;red;8;0;2018-09-11;0.4792621552218872
nie;nee;no;8;0;2018-08-29;0.4792621552218872
burak;rode biet;beetroot;8;0;2018-09-12;0.4792621552218872
dwa tysi?ce;tweeduizend;two thousand;8;0;2018-08-31;0.4792621552218872
widzie?;zien;to see;8;0;2018-09-09;0.4792621552218872
biernik;accusatief;accusativus;8;0;2018-08-22;0.4792621552218872
lub;of;or;8;0;2019-03-13;0.4792621552218872
kalafior;bloemkool;cauliflower;8;0;2019-03-14;0.4792621552218872
mamy;we hebben;we have;8;0;2018-09-10;0.4792621552218872
z;van;from;13;8;2018-09-10;0.5731821210037111
blisko;dichtbij;near;13;8;2018-09-09;0.5731821210037111
zgoda;afgesproken;deal;10;3;2018-08-25;0.5923082959072055
to si? nie zgadza;dat klopt niet;that is not correct;10;3;2018-09-06;0.5923082959072055
dwunasty;twaalfde;twelfth;10;3;2018-08-31;0.5923082959072055
mi?o mi pana (pani?) pozna?;aangenaam kennis met u te maken;nice to meet you;10;3;2018-08-25;0.5923082959072055
czy mog? panu (pani) zaproponowa? co? do picia?;mag ik u iets te drinken aanbieden?;can I offer you something to drink?;10;3;2018-08-25;0.5923082959072055
zawsze;altijd;always;15;11;2018-09-12;0.6862282616890276
do;naar;to;12;6;2018-09-10;0.705354436592522
zawód;beroep;profession;12;6;2018-08-29;0.705354436592522
sadzawka;vijver;pond;12;6;2018-11-07;0.705354436592522
podró?;reis;journey;12;6;2018-09-11;0.705354436592522
cukiernia;banketbakkerij;bakery;9;1;2018-11-07;0.7244806114960145
pi?tro;verdieping;level;9;1;2018-08-24;0.7244806114960145
chwileczk?;een moment;a moment;9;1;2018-08-25;0.7244806114960145
m?dry;verstandig;wise;11;4;2018-08-27;0.837526752181331
doro?li;volwassenen;adults;11;4;2018-08-24;0.837526752181331
czarny;zwart;black;11;4;2018-09-11;0.837526752181331
z?y;slecht;bad;10;2;2018-08-27;0.96969906777014
dzi? rano;vanochtend;this morning;10;2;2018-08-22;0.96969906777014
pyszne;heerlijk;delicious;15;10;2018-09-09;1.0636190335519657
listopad;november;November;15;10;2018-09-08;1.0636190335519657
przy, u;bij;with;15;10;2018-08-29;1.0636190335519657
dzi?kuj?;dank u;thank you;9;0;2019-03-13;1.1018713833589509
dobranoc;goedenacht;good night;9;0;2018-08-29;1.1018713833589509
mianownik;nominatief;nominativus;9;0;2018-08-22;1.1018713833589509
kot;kat;cat;9;0;2018-08-22;1.1018713833589509
drugi;tweede;second;9;0;2018-08-31;1.1018713833589509
m??;echtgenoot;husband;9;0;2018-08-22;1.1018713833589509
o?owek;potlood;pencil;17;13;2018-08-27;1.1766651742372822
przyjazd;aankomst;arrival;14;8;2018-08-24;1.1957913491407766
powoli;langzaam;slow;14;8;2018-08-24;1.1957913491407766
na;op;on top of;14;8;2018-08-29;1.1957913491407766
gruby;vet;fat;14;8;2018-09-11;1.1957913491407766
kto;wie;who;10;1;2018-08-22;1.3470898396330782
w nocy;s nachts;at night;10;1;2018-08-22;1.3470898396330782
wiadomo??;bericht;message;12;4;2018-08-24;1.4601359803183946
wczoraj w nocy;afgelopen nacht;last night;12;4;2018-08-22;1.4601359803183946
nie?wie?y;bedorven;spoiled;17;12;2018-09-12;1.5540559461002168
czynny;open;open;14;7;2018-08-24;1.5731821210037111
?ó?ko;bed;bed;14;7;2018-09-12;1.5731821210037111
strach;angst;fear;11;2;2018-08-24;1.5923082959072055
czy móg?by pan wolniej mówi??;wilt u langzaam spreken?;could you speak slowly?;13;5;2018-08-25;1.705354436592522
mi?o mi pana (pani?) widzie?;ik ben blij u te zien;I am glad to see you;13;5;2018-08-25;1.705354436592522
dziecko;kind;child;10;0;2018-08-22;1.7244806114960145
bo;omdat;because;18;13;2018-09-10;1.799274402374344
naprzeciw;tegen;against;18;13;2018-08-29;1.799274402374344
rynek;markt;market;12;3;2018-08-24;1.837526752181331
czas;tijd;time;12;3;2018-08-24;1.837526752181331
o;om;at;17;11;2018-08-31;1.931446717963155
samoobs?uga;zelfbediening;self service;11;1;2018-08-24;1.96969906777014
weso?y;vrolijk;happy;19;14;2018-08-27;2.0444928586484714
przed;voor;in front of;18;12;2018-08-29;2.1766651742372822
wcze?nie;vroeg;early;15;7;2018-08-24;2.1957913491407766
przej?cie;doorgang;passage;15;7;2018-08-24;2.1957913491407766
odpowied?;antwoord;answer;20;15;2018-09-12;2.2897113149225987
piwo;bier;beer;11;0;2018-09-09;2.347089839633078
rodzice;ouders;parents;11;0;2018-08-22;2.347089839633078
?ona;echtgenote;wife;12;1;2018-08-22;2.5923082959072055
wej?cie;ingang;entrance;14;4;2018-08-24;2.705354436592522
przy, ko?o;naast;next to;16;7;2018-08-29;2.8184005772778384
miejscownik;locatief;locativus;15;5;2018-08-22;2.9505728928666493
liczba mnoga;meervoud;plural;12;0;2018-08-22;2.96969906777014
pan;heer;sir;12;0;2018-08-22;2.96969906777014
mi?so;vlees;meat;12;0;2018-09-09;2.96969906777014
(ja) si? nazywam Rodger;ik heet Rodger;my name is Rodger;12;0;2018-08-22;2.96969906777014
kawa;koffie;coffee;12;0;2018-08-24;2.96969906777014
co to znaczy?;wat betekent dat?;what does that mean?;17;8;2018-08-25;3.0636190335519657
rano;s ochtends;in the morning;14;3;2018-08-22;3.0827452084554583
w;in;in;22;16;2018-08-29;3.157538999333788
chory;ziek;sick;16;6;2018-08-24;3.1957913491407766
wolacz;vocatief;vocativus;13;1;2018-08-22;3.2149175240442673
stacja;station;station;13;1;2018-08-24;3.2149175240442673
przez;via;via;18;9;2018-08-29;3.308837489826093
pies;hond;dog;13;0;2018-08-22;3.5923082959072055
to;dit;this;13;0;2018-08-22;3.5923082959072055
czy móg?by pan zapisa? mi ten adres?;wilt u dat adres voor mij opschrijven?;could you write down that address for me?;19;9;2018-08-25;3.931446717963155
córka;dochter;daughter;14;0;2018-08-22;4.214917524044267
narzednik;ablatief;ablativus;25;18;2018-08-22;4.270585140019104
dope?niacz;genitief;genitivus;16;2;2018-08-22;4.705354436592522
dzwon;bel;bell;20;8;2018-08-24;4.931446717963155
pani;dame;lady;16;1;2018-08-22;5.082745208455458
przystojny;knap;handsome;22;10;2018-08-27;5.4218836305114095
celownik;datief;dativus;27;15;2018-08-22;6.6479759118820425
liczby pojedynczej;enkelvoud;singular;25;5;2018-08-22;9.176665174237282
rodzica;ouder;parent;22;0;2018-08-22;9.195791349140777
